Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg20418529	chr6:166260012		Open sea	-0.005	0.001	2.39e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg12350863	chr3:169758289	GPR160	South shore	0.006	0.001	8.16e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg18331412	chr5:135364986	TGFBI	Island	0.009	0.002	1.9e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg06055763	chr7:81399308	HGF	Open sea	0.011	0.002	2.46e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg00592643	chr20:11870769	BTBD3	North shore	0.009	0.002	1.23e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg01738638	chr11:129938601	APLP2	North shore	0.005	0.001	4.58e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg25433552	chr5:159560548		Open sea	0.009	0.002	4.89e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg13687834	chr10:3514783		Open sea	0.013	0.002	3.2e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg18299068	chr4:1305425	MAEA	South shore	-0.009	0.002	4.93e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg18454045	chr10:88391658		North shore	0.007	0.001	1.99e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg23680900	chr15:75017924	CYP1A1	North shore	0.003	0.00051	3.09e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg21524538	chr20:1310846	SDCBP2	Open sea	-0.007	0.001	3.68e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg03254465	chr1:3240227	PRDM16	Island	-0.01	0.002	3.51e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg26208507	chr12:4303167		Open sea	0.009	0.002	2.87e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg05621259	chr8:39836007	IDO2	Open sea	0.006	0.001	1.67e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg11647108	chr10:81967516		Island	0.006	0.001	8.53e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg01924435	chr4:184679625		Island	0.007	0.001	6.37e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg18303477	chr10:94180046		North shore	0.006	0.001	4.48e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg11904266	chr8:144652042	C8orf73	Island	0.006	0.001	4.02e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg05254747	chr8:22223937	SLC39A14	North shore	0.009	0.002	8.41e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg15892650	chr5:150524635	ANXA6	Open sea	-0.005	0.001	6.62e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg01264106	chr22:38071602	LGALS1	North shore	0.006	0.001	5.41e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg14485097	chr7:4671479		Open sea	0.009	0.002	8.93e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg08360599	chr3:141087261	ZBTB38	Open sea	0.008	0.002	6.58e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg24516362	chr15:91838184	SV2B	North shore	0.004	0.001	7.15e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg17886420	chr10:1796742		Open sea	0.023	0.004	2.84e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg26405475	chr3:156324038		Open sea	0.006	0.001	2.34e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg20117519	chr7:8429907		Open sea	0.013	0.002	2.13e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg26053066	chr9:96080065	WNK2	North shore	-0.006	0.001	9.54e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg03593471	chr8:10709415		Open sea	0.013	0.002	5.86e-09	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg25063707	chr6:27739947		Open sea	0.009	0.002	9.14e-08	
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values		Illumina HumanMethylation450	Cord blood	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0			5944	25		248	418	50	cg16166968	chr1:120439036	ADAM30	Island	0.01	0.002	2.87e-09	
